study_key,label,code,from_submodel,to_submodel,parameter_family,parameter,travel_label,from_value,to_value,from_rate_Gpc3yr,to_rate_Gpc3yr,study_color_code
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,1,2,remnant mass prescription,fmix,$f_{\rm mix} \uparrow$,0.5,1,50,43,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,2,3,remnant mass prescription,fmix,$f_{\rm mix} \uparrow$,1,4,43,46,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,4,5,remnant mass prescription,fmix,$f_{\rm mix} \uparrow$,0.5,1,61,52,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,5,6,remnant mass prescription,fmix,$f_{\rm mix} \uparrow$,1,4,52,58,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,7,8,remnant mass prescription,fmix,$f_{\rm mix} \uparrow$,0.5,1,68,75,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,8,9,remnant mass prescription,fmix,$f_{\rm mix} \uparrow$,1,4,75,87,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,10,11,remnant mass prescription,fmix,$f_{\rm mix} \uparrow$,0.5,1,80,86,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,11,12,remnant mass prescription,fmix,$f_{\rm mix} \uparrow$,1,4,86,102,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,1,4,remnant mass prescription,PISN_mass_threshold,stronger PISN,90 $M_\odot$,45 $M_\odot$,50,61,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,2,5,remnant mass prescription,PISN_mass_threshold,stronger PISN,90 $M_\odot$,45 $M_\odot$,43,52,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,3,6,remnant mass prescription,PISN_mass_threshold,stronger PISN,90 $M_\odot$,45 $M_\odot$,46,58,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,7,10,remnant mass prescription,PISN_mass_threshold,stronger PISN,90 $M_\odot$,45 $M_\odot$,68,80,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,8,11,remnant mass prescription,PISN_mass_threshold,stronger PISN,90 $M_\odot$,45 $M_\odot$,75,86,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,9,12,remnant mass prescription,PISN_mass_threshold,stronger PISN,90 $M_\odot$,45 $M_\odot$,87,102,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,1,7,common envelope,CE_criterion,revised CE,standard,Pavlovskii+2017,50,68,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,2,8,common envelope,CE_criterion,revised CE,standard,Pavlovskii+2017,43,75,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,3,9,common envelope,CE_criterion,revised CE,standard,Pavlovskii+2017,46,87,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,4,10,common envelope,CE_criterion,revised CE,standard,Pavlovskii+2017,61,80,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,5,11,common envelope,CE_criterion,revised CE,standard,Pavlovskii+2017,52,86,4
Olejak_2022_Startrack,Olejak et al. (2022),StarTrack,6,12,common envelope,CE_criterion,revised CE,standard,Pavlovskii+2017,58,102,4
Chruslinska_2019_StarTrack,Chruslinska et al. (2019),StarTrack,ref,CA,natal kick,kick_prescription,B\&E kicks,Hobbs (2005),Bray\&Eldridge (2018),149,310,5
Chruslinska_2019_StarTrack,Chruslinska et al. (2019),StarTrack,ref,NK2A,natal kick,kick_prescription,NK2A kicks,Hobbs (2005),NK2A reduced,149,1072,5
Chruslinska_2019_StarTrack,Chruslinska et al. (2019),StarTrack,CA,C+PA,mass transfer stability,HG_MT_stability,stable HG MT,CE for HG,stable MT (Pavlovskii),310,695,5
Eldridge_2019_BPASS,Eldridge et al. (2019),BPASS,Table 1,Table 2,stellar tracks,BPASS_rate_method,Table 2,Table 1 method,Table 2 method,162.181,64.583,6
Eldridge_2019_BPASS,Eldridge et al. (2019),BPASS,Table 1,with uncertainty,stellar tracks,stellar_uncertainty,+ uncertainty,no uncertainty,with stellar uncertainty,162.181,72.463,6
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_fiducial,Neijssel_opt_preferred,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,49,190.85,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_Panter,Neijssel_opt_Madau_Ma_Panter,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,63.07,291.23,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlSingle,Neijssel_opt_Madau_Ma_FurlSingle,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,158.56,408.74,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlDouble,Neijssel_opt_Madau_Ma_FurlDouble,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,174.71,431.55,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_Panter,Neijssel_opt_Madau_Langer_Panter,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,448.84,938.86,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlSingle,Neijssel_opt_Madau_Langer_FurlSingle,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,563.44,1002.87,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlDouble,Neijssel_opt_Madau_Langer_FurlDouble,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,589.13,1042.93,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_Panter,Neijssel_opt_Madau_LangerOff_Panter,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,59.17,190.7,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_FurlSingle,Neijssel_opt_Madau_LangerOff_FurlSingle,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,151.84,317.64,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_FurlDouble,Neijssel_opt_Madau_LangerOff_FurlDouble,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,167.64,335.02,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_Panter,Neijssel_opt_Strolger_Ma_Panter,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,101.98,361.59,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlSingle,Neijssel_opt_Strolger_Ma_FurlSingle,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,255.46,523.11,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlDouble,Neijssel_opt_Strolger_Ma_FurlDouble,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,271.91,547.87,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_Panter,Neijssel_opt_Strolger_Langer_Panter,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,574.91,1061.19,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_FurlSingle,Neijssel_opt_Strolger_Langer_FurlSingle,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,688.91,1118.71,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_FurlDouble,Neijssel_opt_Strolger_Langer_FurlDouble,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,714.15,1157.22,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_LangerOff_Panter,Neijssel_opt_Strolger_LangerOff_Panter,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,132.55,291.8,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_LangerOff_FurlSingle,Neijssel_opt_Strolger_LangerOff_FurlSingle,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,259.14,440.74,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_LangerOff_FurlDouble,Neijssel_opt_Strolger_LangerOff_FurlDouble,CE optimistic/pessimistic,CE_pessimistic,optimistic CE,pessimistic,optimistic,276.57,460.27,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_Panter,Neijssel_pess_Strolger_Ma_Panter,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,63.07,101.98,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlSingle,Neijssel_pess_Strolger_Ma_FurlSingle,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,158.56,255.46,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlDouble,Neijssel_pess_Strolger_Ma_FurlDouble,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,174.71,271.91,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_Panter,Neijssel_pess_Strolger_Langer_Panter,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,448.84,574.91,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlSingle,Neijssel_pess_Strolger_Langer_FurlSingle,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,563.44,688.91,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlDouble,Neijssel_pess_Strolger_Langer_FurlDouble,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,589.13,714.15,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_Panter,Neijssel_pess_Strolger_LangerOff_Panter,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,59.17,132.55,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_FurlSingle,Neijssel_pess_Strolger_LangerOff_FurlSingle,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,151.84,259.14,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_FurlDouble,Neijssel_pess_Strolger_LangerOff_FurlDouble,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,167.64,276.57,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_Panter,Neijssel_pess_Madau_Langer_Panter,star formation history,SFRD_model,Langer MZ,Ma (2004) MZ,Langer (2006) MZ,63.07,448.84,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_Panter,Neijssel_pess_Madau_LangerOff_Panter,star formation history,SFRD_model,Langer+offset MZ,Ma (2004) MZ,Langer (2006) + offset MZ,63.07,59.17,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_Panter,Neijssel_pess_Madau_LangerOff_Panter,star formation history,SFRD_model,Langer+offset MZ,Langer (2006) MZ,Langer (2006) + offset MZ,448.84,59.17,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlSingle,Neijssel_pess_Madau_Langer_FurlSingle,star formation history,SFRD_model,Langer MZ,Ma (2004) MZ,Langer (2006) MZ,158.56,563.44,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlSingle,Neijssel_pess_Madau_LangerOff_FurlSingle,star formation history,SFRD_model,Langer+offset MZ,Ma (2004) MZ,Langer (2006) + offset MZ,158.56,151.84,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlSingle,Neijssel_pess_Madau_LangerOff_FurlSingle,star formation history,SFRD_model,Langer+offset MZ,Langer (2006) MZ,Langer (2006) + offset MZ,563.44,151.84,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlDouble,Neijssel_pess_Madau_Langer_FurlDouble,star formation history,SFRD_model,Langer MZ,Ma (2004) MZ,Langer (2006) MZ,174.71,589.13,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlDouble,Neijssel_pess_Madau_LangerOff_FurlDouble,star formation history,SFRD_model,Langer+offset MZ,Ma (2004) MZ,Langer (2006) + offset MZ,174.71,167.64,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlDouble,Neijssel_pess_Madau_LangerOff_FurlDouble,star formation history,SFRD_model,Langer+offset MZ,Langer (2006) MZ,Langer (2006) + offset MZ,589.13,167.64,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_Panter,Neijssel_pess_Strolger_Langer_Panter,star formation history,SFRD_model,Langer MZ,Ma (2004) MZ,Langer (2006) MZ,101.98,574.91,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_Panter,Neijssel_pess_Strolger_LangerOff_Panter,star formation history,SFRD_model,Langer+offset MZ,Ma (2004) MZ,Langer (2006) + offset MZ,101.98,132.55,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_Panter,Neijssel_pess_Strolger_LangerOff_Panter,star formation history,SFRD_model,Langer+offset MZ,Langer (2006) MZ,Langer (2006) + offset MZ,574.91,132.55,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlSingle,Neijssel_pess_Strolger_Langer_FurlSingle,star formation history,SFRD_model,Langer MZ,Ma (2004) MZ,Langer (2006) MZ,255.46,688.91,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlSingle,Neijssel_pess_Strolger_LangerOff_FurlSingle,star formation history,SFRD_model,Langer+offset MZ,Ma (2004) MZ,Langer (2006) + offset MZ,255.46,259.14,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_FurlSingle,Neijssel_pess_Strolger_LangerOff_FurlSingle,star formation history,SFRD_model,Langer+offset MZ,Langer (2006) MZ,Langer (2006) + offset MZ,688.91,259.14,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlDouble,Neijssel_pess_Strolger_Langer_FurlDouble,star formation history,SFRD_model,Langer MZ,Ma (2004) MZ,Langer (2006) MZ,271.91,714.15,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlDouble,Neijssel_pess_Strolger_LangerOff_FurlDouble,star formation history,SFRD_model,Langer+offset MZ,Ma (2004) MZ,Langer (2006) + offset MZ,271.91,276.57,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_FurlDouble,Neijssel_pess_Strolger_LangerOff_FurlDouble,star formation history,SFRD_model,Langer+offset MZ,Langer (2006) MZ,Langer (2006) + offset MZ,714.15,276.57,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_Panter,Neijssel_pess_Madau_Ma_FurlSingle,star formation history,SFRD_model,Furlong single GSMF,Panter (2004) GSMF,Furlong (2015) single Schechter GSMF,63.07,158.56,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_Panter,Neijssel_pess_Madau_Ma_FurlDouble,star formation history,SFRD_model,Furlong double GSMF,Panter (2004) GSMF,Furlong (2015) double Schechter GSMF,63.07,174.71,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Ma_FurlSingle,Neijssel_pess_Madau_Ma_FurlDouble,star formation history,SFRD_model,Furlong double GSMF,Furlong (2015) single Schechter GSMF,Furlong (2015) double Schechter GSMF,158.56,174.71,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_Panter,Neijssel_pess_Madau_Langer_FurlSingle,star formation history,SFRD_model,Furlong single GSMF,Panter (2004) GSMF,Furlong (2015) single Schechter GSMF,448.84,563.44,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_Panter,Neijssel_pess_Madau_Langer_FurlDouble,star formation history,SFRD_model,Furlong double GSMF,Panter (2004) GSMF,Furlong (2015) double Schechter GSMF,448.84,589.13,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_Langer_FurlSingle,Neijssel_pess_Madau_Langer_FurlDouble,star formation history,SFRD_model,Furlong double GSMF,Furlong (2015) single Schechter GSMF,Furlong (2015) double Schechter GSMF,563.44,589.13,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_Panter,Neijssel_pess_Madau_LangerOff_FurlSingle,star formation history,SFRD_model,Furlong single GSMF,Panter (2004) GSMF,Furlong (2015) single Schechter GSMF,59.17,151.84,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_Panter,Neijssel_pess_Madau_LangerOff_FurlDouble,star formation history,SFRD_model,Furlong double GSMF,Panter (2004) GSMF,Furlong (2015) double Schechter GSMF,59.17,167.64,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Madau_LangerOff_FurlSingle,Neijssel_pess_Madau_LangerOff_FurlDouble,star formation history,SFRD_model,Furlong double GSMF,Furlong (2015) single Schechter GSMF,Furlong (2015) double Schechter GSMF,151.84,167.64,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_Panter,Neijssel_pess_Strolger_Ma_FurlSingle,star formation history,SFRD_model,Furlong single GSMF,Panter (2004) GSMF,Furlong (2015) single Schechter GSMF,101.98,255.46,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_Panter,Neijssel_pess_Strolger_Ma_FurlDouble,star formation history,SFRD_model,Furlong double GSMF,Panter (2004) GSMF,Furlong (2015) double Schechter GSMF,101.98,271.91,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Ma_FurlSingle,Neijssel_pess_Strolger_Ma_FurlDouble,star formation history,SFRD_model,Furlong double GSMF,Furlong (2015) single Schechter GSMF,Furlong (2015) double Schechter GSMF,255.46,271.91,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_Panter,Neijssel_pess_Strolger_Langer_FurlSingle,star formation history,SFRD_model,Furlong single GSMF,Panter (2004) GSMF,Furlong (2015) single Schechter GSMF,574.91,688.91,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_Panter,Neijssel_pess_Strolger_Langer_FurlDouble,star formation history,SFRD_model,Furlong double GSMF,Panter (2004) GSMF,Furlong (2015) double Schechter GSMF,574.91,714.15,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_Langer_FurlSingle,Neijssel_pess_Strolger_Langer_FurlDouble,star formation history,SFRD_model,Furlong double GSMF,Furlong (2015) single Schechter GSMF,Furlong (2015) double Schechter GSMF,688.91,714.15,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_LangerOff_Panter,Neijssel_pess_Strolger_LangerOff_FurlSingle,star formation history,SFRD_model,Furlong single GSMF,Panter (2004) GSMF,Furlong (2015) single Schechter GSMF,132.55,259.14,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_LangerOff_Panter,Neijssel_pess_Strolger_LangerOff_FurlDouble,star formation history,SFRD_model,Furlong double GSMF,Panter (2004) GSMF,Furlong (2015) double Schechter GSMF,132.55,276.57,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_pess_Strolger_LangerOff_FurlSingle,Neijssel_pess_Strolger_LangerOff_FurlDouble,star formation history,SFRD_model,Furlong double GSMF,Furlong (2015) single Schechter GSMF,Furlong (2015) double Schechter GSMF,259.14,276.57,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Ma_Panter,Neijssel_opt_Strolger_Ma_Panter,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,291.23,361.59,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Ma_FurlSingle,Neijssel_opt_Strolger_Ma_FurlSingle,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,408.74,523.11,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Ma_FurlDouble,Neijssel_opt_Strolger_Ma_FurlDouble,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,431.55,547.87,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Langer_Panter,Neijssel_opt_Strolger_Langer_Panter,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,938.86,1061.19,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Langer_FurlSingle,Neijssel_opt_Strolger_Langer_FurlSingle,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,1002.87,1118.71,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Langer_FurlDouble,Neijssel_opt_Strolger_Langer_FurlDouble,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,1042.93,1157.22,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_LangerOff_Panter,Neijssel_opt_Strolger_LangerOff_Panter,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,190.7,291.8,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_LangerOff_FurlSingle,Neijssel_opt_Strolger_LangerOff_FurlSingle,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,317.64,440.74,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_LangerOff_FurlDouble,Neijssel_opt_Strolger_LangerOff_FurlDouble,star formation history,SFRD_model,Strolger SFR,Madau SFR,Strolger (2004) SFR,335.02,460.27,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Ma_Panter,Neijssel_opt_Madau_Langer_Panter,star formation history,SFRD_model,Langer MZ,Ma (2004) MZ,Langer (2006) MZ,291.23,938.86,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Ma_Panter,Neijssel_opt_Madau_LangerOff_Panter,star formation history,SFRD_model,Langer+offset MZ,Ma (2004) MZ,Langer (2006) + offset MZ,291.23,190.7,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Langer_Panter,Neijssel_opt_Madau_LangerOff_Panter,star formation history,SFRD_model,Langer+offset MZ,Langer (2006) MZ,Langer (2006) + offset MZ,938.86,190.7,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Ma_FurlSingle,Neijssel_opt_Madau_Langer_FurlSingle,star formation history,SFRD_model,Langer MZ,Ma (2004) MZ,Langer (2006) MZ,408.74,1002.87,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Ma_FurlSingle,Neijssel_opt_Madau_LangerOff_FurlSingle,star formation history,SFRD_model,Langer+offset MZ,Ma (2004) MZ,Langer (2006) + offset MZ,408.74,317.64,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Langer_FurlSingle,Neijssel_opt_Madau_LangerOff_FurlSingle,star formation history,SFRD_model,Langer+offset MZ,Langer (2006) MZ,Langer (2006) + offset MZ,1002.87,317.64,7
Neijssel_2019_COMPAS,Neijssel et al. (2019),COMPAS,Neijssel_opt_Madau_Ma_FurlDouble,Neijssel_opt_Madau_Langer_FurlDouble,star formation history,SFRD_model,Langer MZ,Ma (2004) MZ,Langer (2006) MZ,431.55,1042.93,7
